"Name","Time","TimesExec","PSVersion","OS","CLR","WorkSet","Total","Assert","Max","Min","Samples","Score"
"Foreach(){}2x","00:00:00.0046576","100","7.1.4","Mac","CoreCLR","0","00:00:00.0326034","True","00:00:00.0279752","00:00:00.0005785","7","6.70930567559781"
"While(){}2x","00:00:00.0046644","1","7.1.4","Mac","CoreCLR","4096","00:00:00.0326511","True","00:00:00.0317982","00:00:00.0000889","7","12.810766273001922"
"|Where-Obj{}","00:00:00.0048583","13","7.1.4","Mac","CoreCLR","98304","00:00:00.0340083","True","00:00:00.0120181","00:00:00.0018951","7","21.10469157254561"
".Where{})2x","00:00:00.0051331","100","7.1.4","Mac","CoreCLR","0","00:00:00.0359316","True","00:00:00.0270075","00:00:00.0013616","7","7.394266781907231"
".Where{})2x","00:00:00.0051926","1","7.1.4","Mac","CoreCLR","77824","00:00:00.0363482","True","00:00:00.0351724","00:00:00.0001711","7","14.26146663004669"
"Foreach(){}Shorter","00:00:00.0053291","1","7.1.4","Mac","CoreCLR","12288","00:00:00.0373035","True","00:00:00.0363129","00:00:00.0001396","7","14.636363636363637"
"|Foreach-Obj{}","00:00:00.0060009","1","7.1.4","Mac","CoreCLR","69632","00:00:00.0420064","True","00:00:00.0326987","00:00:00.0005140","7","16.48146113705026"
".Foreach({})2x","00:00:00.0066501","1","7.1.4","Mac","CoreCLR","241664","00:00:00.0465508","True","00:00:00.0447932","00:00:00.0001771","7","18.264487778082945"
"|Foreach-Obj{}","00:00:00.0066724","21","7.1.4","Mac","CoreCLR","0","00:00:00.0467066","True","00:00:00.0396966","00:00:00.0010128","7","24.44102564102564"
"Do{}While()2x","00:00:00.0067787","100","7.1.4","Mac","CoreCLR","0","00:00:00.0474508","True","00:00:00.0400341","00:00:00.0011131","7","9.764765197349467"
"|AnonymusPipe","00:00:00.0069814","1","7.1.4","Mac","CoreCLR","28672","00:00:00.0488700","True","00:00:00.0399910","00:00:00.0003296","7","19.174402636638288"
"|Where-Obj{}","00:00:00.0080628","1","7.1.4","Mac","CoreCLR","57344","00:00:00.0564398","True","00:00:00.0286886","00:00:00.0009734","7","22.144465806097227"
"Do{}Until()2x","00:00:00.0081775","100","7.1.4","Mac","CoreCLR","0","00:00:00.0572428","True","00:00:00.0498596","00:00:00.0012119","7","11.779746470757706"
"|Where-Obj{}","00:00:00.0085583","8","7.1.4","Mac","CoreCLR","40960","00:00:00.0599079","True","00:00:00.0489609","00:00:00.0015103","7","46.89479452054795"
"Do{}Until()2x","00:00:00.0086945","1","7.1.4","Mac","CoreCLR","45056","00:00:00.0608612","True","00:00:00.0452632","00:00:00.0001588","7","23.879428728371327"
"For(){}SHORTER","00:00:00.0090368","13","7.1.4","Mac","CoreCLR","36864","00:00:00.0632573","True","00:00:00.0616737","00:00:00.0002111","7","39.25629887054735"
".Foreach({})2x","00:00:00.0094815","100","7.1.4","Mac","CoreCLR","8192","00:00:00.0663708","True","00:00:00.0332470","00:00:00.0013842","7","13.658167675021607"
"For(){}2x","00:00:00.0131394","13","7.1.4","Mac","CoreCLR","45056","00:00:00.0919758","True","00:00:00.0528636","00:00:00.0002486","7","57.07819287576021"
"|AnonymusPipe","00:00:00.0136918","1000","7.1.4","Mac","CoreCLR","-761856","00:00:00.0958424","True","00:00:00.0273330","00:00:00.0039952","7","1"
"|Where-Obj{}","00:00:00.0155237","3","7.1.4","Mac","CoreCLR","86016","00:00:00.1086661","True","00:00:00.0565014","00:00:00.0012755","7","83.41590542718968"
"Foreach(){}Shorter","00:00:00.0170750","1000","7.1.4","Mac","CoreCLR","-1679360","00:00:00.1195252","True","00:00:00.0399656","00:00:00.0050310","7","1.2470968024657094"
"For(){}2x","00:00:00.0171929","100","7.1.4","Mac","CoreCLR","0","00:00:00.1203502","True","00:00:00.0812785","00:00:00.0011342","7","24.76649380581965"
".Where{})2x","00:00:00.0189242","8","7.1.4","Mac","CoreCLR","2777088","00:00:00.1324695","True","00:00:00.1306390","00:00:00.0002243","7","103.69424657534246"
